index,CountryCode,SeriesCode,DESCRIPTION,Unnamed: 3
4639,PRT,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4640,PRT,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4641,PRY,DT.DOD.DECT.CD,Long-term public and publicly guaranteed for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt for 2015 are based on Central Bank data.,
4642,PRY,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4643,PRY,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4644,PRY,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4645,PRY,IT.CEL.SETS,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4646,PRY,IT.CEL.SETS.P2,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4647,PRY,IT.MLT.MAIN,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4648,PRY,IT.MLT.MAIN.P2,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4649,PRY,IT.NET.BBND,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4650,PRY,IT.NET.BBND.P2,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4651,PRY,IT.NET.USER.ZS,Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.,
4652,PRY,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4653,PRY,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
4654,PRY,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4655,PRY,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4656,PRY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
4657,PRY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
4658,PRY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
4659,PRY,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4660,PRY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
4661,PRY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
4662,PRY,SP.POP.GROW,Data sources: United Nations World Population Prospects,
4663,PRY,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
4664,PSE,IT.CEL.SETS,Palestine Telecommunications Company (PALTEL).,
4665,PSE,IT.CEL.SETS.P2,Palestine Telecommunications Company (PALTEL).,
4666,PSE,IT.MLT.MAIN,Palestine Telecommunications Company (PALTEL).,
4667,PSE,IT.MLT.MAIN.P2,Palestine Telecommunications Company (PALTEL).,
4668,PSE,IT.NET.BBND,Palestine Telecommunications Company (PALTEL).,
4669,PSE,IT.NET.BBND.P2,Palestine Telecommunications Company (PALTEL).,
4670,PSE,IT.NET.USER.ZS,Palestine Telecommunications Company (PALTEL).,
4671,PSE,SM.POP.NETM,Data sources and note : United Nations World Population Prospects (for State of Palestine),
4672,PSE,SM.POP.REFG,Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).,
4673,PSE,SM.POP.TOTL,Estimates are derived from data on foreign-born population. The estimates for the Occupied Palestinian Territory refer to the number of Palestinian refugees registered by UNRWA.,
4674,PSE,SP.ADO.TFRT,Including East Jerusalem.,
4675,PSE,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.,
4676,PSE,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.,
4677,PSE,SP.DYN.CBRT.IN,"Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
4678,PSE,SP.DYN.CDRT.IN,"Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
4679,PSE,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects (for State of Palestine),
4680,PSE,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4681,PSE,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects (for State of Palestine),
4682,PSE,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects (for State of Palestine),
4683,PSE,SP.DYN.TO65.FE.ZS,Including East Jerusalem.,
4684,PSE,SP.DYN.TO65.MA.ZS,Including East Jerusalem.,
4685,PSE,SP.POP.0014.TO.ZS,Excluding East Jerusalem.,
4686,PSE,SP.POP.1564.TO.ZS,Excluding East Jerusalem.,
4687,PSE,SP.POP.65UP.TO.ZS,Excluding East Jerusalem.,
4688,PSE,SP.POP.GROW,"Data sources: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
4689,PSE,SP.POP.TOTL,"Data sources : World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
4690,PSE,SP.POP.TOTL.FE.ZS,Excluding East Jerusalem.,
4691,PYF,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
4692,PYF,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
4693,PYF,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
4694,PYF,IT.CEL.SETS,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4695,PYF,IT.CEL.SETS.P2,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4696,PYF,IT.MLT.MAIN,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4697,PYF,IT.MLT.MAIN.P2,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4698,PYF,IT.NET.BBND,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4699,PYF,IT.NET.BBND.P2,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4700,PYF,IT.NET.USER.ZS,"Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
4701,PYF,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4702,PYF,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
4703,PYF,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4704,PYF,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4705,PYF,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
4706,PYF,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
4707,PYF,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
4708,PYF,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4709,PYF,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
4710,PYF,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
4711,PYF,SP.POP.GROW,Data sources: United Nations World Population Prospects,
4712,PYF,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
4713,QAT,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4714,QAT,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4715,QAT,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4716,QAT,IT.CEL.SETS,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4717,QAT,IT.CEL.SETS.P2,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4718,QAT,IT.MLT.MAIN,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4719,QAT,IT.MLT.MAIN.P2,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4720,QAT,IT.NET.BBND,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4721,QAT,IT.NET.BBND.P2,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4722,QAT,IT.NET.USER.ZS,Qatar Telecom (Q-Tel) Q.S.C. ictQATAR,
4723,QAT,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4724,QAT,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ,
4725,QAT,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4726,QAT,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4727,QAT,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
4728,QAT,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
4729,QAT,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
4730,QAT,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4731,QAT,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
4732,QAT,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
4733,QAT,SP.POP.GROW,Data sources: United Nations World Population Prospects,
4734,QAT,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
4735,ROU,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt for 2015 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
4736,ROU,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4737,ROU,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4738,ROU,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4739,ROU,IT.CEL.SETS,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4740,ROU,IT.CEL.SETS.P2,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4741,ROU,IT.MLT.MAIN,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4742,ROU,IT.MLT.MAIN.P2,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4743,ROU,IT.NET.BBND,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4744,ROU,IT.NET.BBND.P2,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4745,ROU,IT.NET.USER.ZS,Rom-Telecom. From 2002: National Regulatory Authority for Communications.,
4746,ROU,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4747,ROU,SM.POP.REFG,UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.,
4748,ROU,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
4749,ROU,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4750,ROU,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4751,ROU,SP.DYN.CBRT.IN,Data sources : Eurostat,
4752,ROU,SP.DYN.CDRT.IN,Data sources : Eurostat,
4753,ROU,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
4754,ROU,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4755,ROU,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
4756,ROU,SP.DYN.TFRT.IN,"Data sources : Eurostat, National Institute of Statistics",
4757,ROU,SP.POP.GROW,Data sources : Eurostat,
4758,ROU,SP.POP.TOTL,Data sources : Eurostat,
4759,ROU,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4760,ROU,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4761,ROU,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4762,ROU,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4763,ROU,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4764,ROU,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4765,ROU,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4766,ROU,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4767,ROU,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4768,ROU,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4769,ROU,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4770,ROU,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4771,ROU,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4772,ROU,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4773,ROU,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4774,ROU,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4775,ROU,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4776,ROU,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4777,ROU,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4778,ROU,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4779,ROU,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4780,ROU,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4781,ROU,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4782,ROU,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
4783,RUS,CM.MKT.TRNR,Method of calculation: Total domestic value of share trading of Moscow Exchange and MICEX divided by the total domestic market capitalization of the two exchanges.,
4784,RUS,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2015 are World Bank staff estimates based on reports provided by the country.",
4785,RUS,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4786,RUS,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4787,RUS,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4788,RUS,IT.CEL.SETS,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4789,RUS,IT.CEL.SETS.P2,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4790,RUS,IT.MLT.MAIN,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4791,RUS,IT.MLT.MAIN.P2,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4792,RUS,IT.NET.BBND,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4793,RUS,IT.NET.BBND.P2,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4794,RUS,IT.NET.USER.ZS,General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.,
4795,RUS,SG.NOD.CONS,There is no nondiscrimination provision.,
4796,RUS,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.,
4797,RUS,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4798,RUS,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
4799,RUS,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
4800,RUS,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
4801,RUS,SP.DYN.CBRT.IN,"Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
4802,RUS,SP.DYN.CDRT.IN,"Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
4803,RUS,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
4804,RUS,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4805,RUS,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
4806,RUS,SP.DYN.TFRT.IN,"Data sources : Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
4807,RUS,SP.POP.GROW,"Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
4808,RUS,SP.POP.TOTL,"Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
4809,RWA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.,
4810,RWA,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
4811,RWA,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
4812,RWA,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
4813,RWA,IT.CEL.SETS,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4814,RWA,IT.CEL.SETS.P2,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4815,RWA,IT.MLT.MAIN,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4816,RWA,IT.MLT.MAIN.P2,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4817,RWA,IT.NET.BBND,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4818,RWA,IT.NET.BBND.P2,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4819,RWA,IT.NET.USER.ZS,Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency,
4820,RWA,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4821,RWA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
4822,RWA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4823,RWA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4824,RWA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
4825,RWA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
4826,RWA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
4827,RWA,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4828,RWA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
4829,RWA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
4830,RWA,SP.POP.GROW,Data sources: United Nations World Population Prospects,
4831,RWA,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
4832,SAU,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4833,SAU,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4834,SAU,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4835,SAU,IT.CEL.SETS,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4836,SAU,IT.CEL.SETS.P2,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4837,SAU,IT.MLT.MAIN,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4838,SAU,IT.MLT.MAIN.P2,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4839,SAU,IT.NET.BBND,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4840,SAU,IT.NET.BBND.P2,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4841,SAU,IT.NET.USER.ZS,Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.,
4842,SAU,SG.NOD.CONS,There is no nondiscrimination provision.,
4843,SAU,SM.POP.NETM,Data sources : United Nations World Population Prospects,
4844,SAU,SM.POP.REFG,"Figures since 2001 includes some 240,000 Palestinians who were not reported prior to 2001.",
4845,SAU,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
4846,SAU,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
4847,SAU,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
4848,SAU,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
4849,SAU,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
4850,SAU,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
4851,SAU,SP.DYN.LE00.IN,Derived using male and female life expectancy,
4852,SAU,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
4853,SAU,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
4854,SAU,SP.POP.GROW,Data sources: United Nations World Population Prospects,
4855,SAU,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
4856,SDN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS.,
4857,SDN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
4858,SDN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4859,SDN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
4860,SDN,EN.URB.LCTY,Excludes South Sudan.,
4861,SDN,EN.URB.LCTY.UR.ZS,Excludes South Sudan.,
4862,SDN,EN.URB.MCTY,Excludes South Sudan.,
4863,SDN,EN.URB.MCTY.TL.ZS,Excludes South Sudan.,
4864,SDN,IT.CEL.SETS,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4865,SDN,IT.CEL.SETS.P2,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4866,SDN,IT.MLT.MAIN,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4867,SDN,IT.MLT.MAIN.P2,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4868,SDN,IT.NET.BBND,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4869,SDN,IT.NET.BBND.P2,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4870,SDN,IT.NET.USER.ZS,Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).,
4871,SDN,SE.ADT.1524.LT.FE.ZS,Excludes South Sudan,
4872,SDN,SE.ADT.1524.LT.FM.ZS,Excludes South Sudan,
4873,SDN,SE.ADT.1524.LT.MA.ZS,Excludes South Sudan,
4874,SDN,SE.ADT.1524.LT.ZS,Excludes South Sudan,
4875,SDN,SE.ADT.LITR.FE.ZS,Excludes South Sudan,
4876,SDN,SE.ADT.LITR.MA.ZS,Excludes South Sudan,
4877,SDN,SE.ADT.LITR.ZS,Excludes South Sudan,
4878,SDN,SE.COM.DURS,Excludes South Sudan,
4879,SDN,SE.ENR.PRIM.FM.ZS,Excludes South Sudan,
4880,SDN,SE.ENR.PRSC.FM.ZS,Excludes South Sudan,
4881,SDN,SE.ENR.SECO.FM.ZS,Excludes South Sudan,
